baseline_group,model,feature_view,MAE,RMSE,R2,MAPE,delta_vs_sensor_only,interpretation
G2_time_aware,Poly2(t),T_ONLY,4.964601871661609,6.242212712567996,0.9891814066316242,3.61049193209403,-14.103004700307691,mejora fuerte vs sensor-only (-14.10 um): t aporta
G2_time_aware,Linear(t),T_ONLY,9.934449807967372,12.144024208358429,0.9590532988754736,6.249660905366213,-9.133156764001928,mejora fuerte vs sensor-only (-9.13 um): t aporta
G2_time_aware,"ElasticNet(x,t)",SOLO_A,17.46198497564197,24.047718248578576,0.8394384988816308,13.5940419364671,-1.6056215963273317,"mejora marginal (-1.61 um, <5 um: no robusta a n=10)"
G1_sensor_only,ElasticNet(x),SOLO_A,19.0676065719693,26.547358239846673,0.8043245727659085,14.830258023774057,0.0,mejor sensor-only (referencia)
G2_time_aware,"ElasticNet(x,t)",FUSION,23.715372489635016,34.33984100822137,0.6725912889588161,15.065294347488095,4.647765917665716,"leve degradacion (+4.65 um, <5 um)"
G1_sensor_only,Dummy,SOLO_A,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,37.28794898358627,piso de referencia (media del train)
G2_time_aware,"MLP(x,t)",FUSION,243.42269652925324,648.8984521025009,-115.9087848040841,103.00367125992547,224.35508995728395,peor que sensor-only (+224.36 um)
G2_time_aware,"MLP(x,t)",SOLO_A,266.4762613486714,457.2769227769721,-57.05668564045681,163.97929107467388,247.40865477670212,peor que sensor-only (+247.41 um)
