branch_id,model,feature_subset,data_branch,tuning_method,augmentation_strategy,n_folds_tuned,params_stable_across_folds,best_cv_score_mae,best_params,best_params_full_data,cv_strategy
FUSION_A_CT_random_feature_scaling,DummyRegressor,FUSION,A,none,feature_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_feature_scaling,Ridge,FUSION,A,random,feature_scaling,10,False,40.14388282867726,"[{""model__alpha"": 10}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}]","{""model__alpha"": 100}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_feature_scaling,Lasso,FUSION,A,random,feature_scaling,10,False,30.78120570116157,"[{""model__alpha"": 0.1}, {""model__alpha"": 0.001}, {""model__alpha"": 0.1}, {""model__alpha"": 0.1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.1}, {""model__alpha"": 1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.01}, {""model__alpha"": 0.001}]","{""model__alpha"": 0.01}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_feature_scaling,ElasticNet,FUSION,A,random,feature_scaling,10,False,27.173690135074214,"[{""model__l1_ratio"": 0.1, ""model__alpha"": 0.1}, {""model__l1_ratio"": 0.1, ""model__alpha"": 0.1}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.1}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.01}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.01}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.01}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.01}, {""model__l1_ratio"": 0.5, ""model__alpha"": 10}, {""model__l1_ratio"": 0.3, ""model__alpha"": 1}, {""model__l1_ratio"": 0.9, ""model__alpha"": 1}]","{""model__l1_ratio"": 0.7, ""model__alpha"": 0.1}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_feature_scaling,SVR,FUSION,A,random,feature_scaling,10,False,43.49271925852192,"[{""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}, {""model__gamma"": ""scale"", ""model__epsilon"": 5, ""model__C"": 100}, {""model__gamma"": ""auto"", ""model__epsilon"": 10, ""model__C"": 100}, {""model__gamma"": ""auto"", ""model__epsilon"": 10, ""model__C"": 100}, {""model__gamma"": 0.01, ""model__epsilon"": 5, ""model__C"": 100}, {""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}, {""model__gamma"": 0.1, ""model__epsilon"": 0.1, ""model__C"": 0.1}, {""model__gamma"": 0.1, ""model__epsilon"": 0.1, ""model__C"": 0.1}, {""model__gamma"": ""scale"", ""model__epsilon"": 10, ""model__C"": 10}, {""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}]","{""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_feature_scaling,RandomForest,FUSION,A,random,feature_scaling,10,False,38.620010714285705,"[{""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": 5}, {""model__n_estimators"": 200, ""model__min_samples_leaf"": 2, ""model__max_depth"": 2}, {""model__n_estimators"": 200, ""model__min_samples_leaf"": 1, ""model__max_depth"": 3}, {""model__n_estimators"": 100, ""model__min_samples_leaf"": 2, ""model__max_depth"": 3}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 1, ""model__max_depth"": 3}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": null}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": null}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": 5}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": 3}, {""model__n_estimators"": 100, ""model__min_samples_leaf"": 1, ""model__max_depth"": 5}]","{""model__n_estimators"": 100, ""model__min_samples_leaf"": 2, ""model__max_depth"": 3}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_feature_scaling,XGBoost,FUSION,A,random,feature_scaling,10,False,34.96780433654784,"[{""model__subsample"": 0.8, ""model__reg_lambda"": 5, ""model__n_estimators"": 50, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}, {""model__subsample"": 0.8, ""model__reg_lambda"": 5, ""model__n_estimators"": 50, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}]","{""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_feature_scaling,MLP,FUSION,A,none,feature_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_feature_scaling,BNN,FUSION,A,none,feature_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_feature_scaling,DummyRegressor,FUSION,A,none,feature_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_feature_scaling,Ridge,FUSION,A,grid,feature_scaling,10,False,40.14388282867726,"[{""model__alpha"": 10}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}]","{""model__alpha"": 100}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_feature_scaling,Lasso,FUSION,A,grid,feature_scaling,10,False,30.78120570116157,"[{""model__alpha"": 0.1}, {""model__alpha"": 0.001}, {""model__alpha"": 0.1}, {""model__alpha"": 0.1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.1}, {""model__alpha"": 1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.01}, {""model__alpha"": 0.001}]","{""model__alpha"": 0.01}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_feature_scaling,ElasticNet,FUSION,A,grid,feature_scaling,10,False,27.173690135074214,"[{""model__alpha"": 0.1, ""model__l1_ratio"": 0.1}, {""model__alpha"": 0.1, ""model__l1_ratio"": 0.1}, {""model__alpha"": 0.1, ""model__l1_ratio"": 0.7}, {""model__alpha"": 0.01, ""model__l1_ratio"": 0.7}, {""model__alpha"": 0.01, ""model__l1_ratio"": 0.7}, {""model__alpha"": 0.01, ""model__l1_ratio"": 0.7}, {""model__alpha"": 0.01, ""model__l1_ratio"": 0.7}, {""model__alpha"": 10, ""model__l1_ratio"": 0.5}, {""model__alpha"": 1, ""model__l1_ratio"": 0.3}, {""model__alpha"": 1, ""model__l1_ratio"": 0.9}]","{""model__alpha"": 0.1, ""model__l1_ratio"": 0.7}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_feature_scaling,SVR,FUSION,A,grid,feature_scaling,10,False,43.58278187259047,"[{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 5, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 0.1, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 0.1, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 10, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}]","{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_feature_scaling,RandomForest,FUSION,A,grid,feature_scaling,10,False,38.620010714285705,"[{""model__max_depth"": 5, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 200}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 50}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 100}]","{""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_feature_scaling,XGBoost,FUSION,A,grid,feature_scaling,10,False,35.79415580749512,"[{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 50, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.01, ""model__max_depth"": 2, ""model__n_estimators"": 50, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 100, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 3, ""model__n_estimators"": 50, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 50, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}]","{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_feature_scaling,MLP,FUSION,A,none,feature_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_feature_scaling,BNN,FUSION,A,none,feature_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_ST_grouped_scaling,DummyRegressor,FUSION,A,none,grouped_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_ST_grouped_scaling,Ridge,FUSION,A,none,grouped_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_ST_grouped_scaling,Lasso,FUSION,A,none,grouped_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_ST_grouped_scaling,ElasticNet,FUSION,A,none,grouped_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_ST_grouped_scaling,SVR,FUSION,A,none,grouped_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_ST_grouped_scaling,RandomForest,FUSION,A,none,grouped_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_ST_grouped_scaling,XGBoost,FUSION,A,none,grouped_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_ST_grouped_scaling,MLP,FUSION,A,none,grouped_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_ST_grouped_scaling,BNN,FUSION,A,none,grouped_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_grouped_scaling,DummyRegressor,FUSION,A,none,grouped_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_grouped_scaling,Ridge,FUSION,A,random,grouped_scaling,10,False,40.14388282867726,"[{""model__alpha"": 10}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}]","{""model__alpha"": 100}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_grouped_scaling,Lasso,FUSION,A,random,grouped_scaling,10,False,30.78120570116157,"[{""model__alpha"": 0.1}, {""model__alpha"": 0.001}, {""model__alpha"": 0.1}, {""model__alpha"": 0.1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.1}, {""model__alpha"": 1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.01}, {""model__alpha"": 0.001}]","{""model__alpha"": 0.01}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_grouped_scaling,ElasticNet,FUSION,A,random,grouped_scaling,10,False,27.173690135074214,"[{""model__l1_ratio"": 0.1, ""model__alpha"": 0.1}, {""model__l1_ratio"": 0.1, ""model__alpha"": 0.1}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.1}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.01}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.01}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.01}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.01}, {""model__l1_ratio"": 0.5, ""model__alpha"": 10}, {""model__l1_ratio"": 0.3, ""model__alpha"": 1}, {""model__l1_ratio"": 0.9, ""model__alpha"": 1}]","{""model__l1_ratio"": 0.7, ""model__alpha"": 0.1}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_grouped_scaling,SVR,FUSION,A,random,grouped_scaling,10,False,43.49271925852192,"[{""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}, {""model__gamma"": ""scale"", ""model__epsilon"": 5, ""model__C"": 100}, {""model__gamma"": ""auto"", ""model__epsilon"": 10, ""model__C"": 100}, {""model__gamma"": ""auto"", ""model__epsilon"": 10, ""model__C"": 100}, {""model__gamma"": 0.01, ""model__epsilon"": 5, ""model__C"": 100}, {""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}, {""model__gamma"": 0.1, ""model__epsilon"": 0.1, ""model__C"": 0.1}, {""model__gamma"": 0.1, ""model__epsilon"": 0.1, ""model__C"": 0.1}, {""model__gamma"": ""scale"", ""model__epsilon"": 10, ""model__C"": 10}, {""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}]","{""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_grouped_scaling,RandomForest,FUSION,A,random,grouped_scaling,10,False,38.620010714285705,"[{""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": null}, {""model__n_estimators"": 200, ""model__min_samples_leaf"": 2, ""model__max_depth"": 2}, {""model__n_estimators"": 200, ""model__min_samples_leaf"": 1, ""model__max_depth"": 3}, {""model__n_estimators"": 100, ""model__min_samples_leaf"": 2, ""model__max_depth"": 3}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 1, ""model__max_depth"": 3}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": 5}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": 5}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": 5}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": null}, {""model__n_estimators"": 100, ""model__min_samples_leaf"": 1, ""model__max_depth"": 5}]","{""model__n_estimators"": 100, ""model__min_samples_leaf"": 2, ""model__max_depth"": null}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_grouped_scaling,XGBoost,FUSION,A,random,grouped_scaling,10,False,34.96780433654784,"[{""model__subsample"": 0.8, ""model__reg_lambda"": 5, ""model__n_estimators"": 50, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}, {""model__subsample"": 0.8, ""model__reg_lambda"": 5, ""model__n_estimators"": 50, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}]","{""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_grouped_scaling,MLP,FUSION,A,none,grouped_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_random_grouped_scaling,BNN,FUSION,A,none,grouped_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_grouped_scaling,DummyRegressor,FUSION,A,none,grouped_scaling,0,,,[],{},NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_grouped_scaling,Ridge,FUSION,A,grid,grouped_scaling,10,False,40.14388282867726,"[{""model__alpha"": 10}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}]","{""model__alpha"": 100}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_grouped_scaling,Lasso,FUSION,A,grid,grouped_scaling,10,False,30.78120570116157,"[{""model__alpha"": 0.1}, {""model__alpha"": 0.001}, {""model__alpha"": 0.1}, {""model__alpha"": 0.1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.1}, {""model__alpha"": 1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.01}, {""model__alpha"": 0.001}]","{""model__alpha"": 0.01}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_grouped_scaling,ElasticNet,FUSION,A,grid,grouped_scaling,10,False,27.173690135074214,"[{""model__alpha"": 0.1, ""model__l1_ratio"": 0.1}, {""model__alpha"": 0.1, ""model__l1_ratio"": 0.1}, {""model__alpha"": 0.1, ""model__l1_ratio"": 0.7}, {""model__alpha"": 0.01, ""model__l1_ratio"": 0.7}, {""model__alpha"": 0.01, ""model__l1_ratio"": 0.7}, {""model__alpha"": 0.01, ""model__l1_ratio"": 0.7}, {""model__alpha"": 0.01, ""model__l1_ratio"": 0.7}, {""model__alpha"": 10, ""model__l1_ratio"": 0.5}, {""model__alpha"": 1, ""model__l1_ratio"": 0.3}, {""model__alpha"": 1, ""model__l1_ratio"": 0.9}]","{""model__alpha"": 0.1, ""model__l1_ratio"": 0.7}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_grouped_scaling,SVR,FUSION,A,grid,grouped_scaling,10,False,43.58278187259047,"[{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 5, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 0.1, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 0.1, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 10, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}]","{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
FUSION_A_CT_grid_grouped_scaling,RandomForest,FUSION,A,grid,grouped_scaling,10,False,38.620010714285705,"[{""model__max_depth"": null, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 200}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 50}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 100}]","{""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido)
