file,kind,direction,experiment_id,contact_id,readable,error,n_samples,nan_frac,duration_s,fs_est_hz,monotonic_time,n_dup_timestamps,dt_offgrid_frac,value_rms,value_min,value_max,spike_frac_z6,max_const_run
R77_p2.txt,segment,R,77,2.0,True,,160270,0.0,3.205379999999998,50000.000001892884,True,0,0.0,21.09906941674922,-108.728027,104.342476,0.0,3
R77_p3.txt,segment,R,77,3.0,True,,133737,0.0,2.6747200000000007,50000.000001892884,True,0,0.0,21.54087431902183,-343.870056,294.694397,0.0009421476479956931,2
R77_p4.txt,segment,R,77,4.0,True,,49813,0.0,0.9962400000000002,50000.000001892884,True,0,0.0,8.000577007889724,-283.862335,244.512253,0.004195691887659848,3
A66_parsed_modified.txt,full_signal,A,66,,True,,5328000,0.0,106.55998,50000.000001892884,True,0,0.0,34.88130012903845,-265.470764,225.635757,5.442942942942943e-06,6
A67_parsed_modified.txt,full_signal,A,67,,True,,5994000,0.0,119.87998,50000.000001892884,True,0,0.0,49.00358898759203,-308.043091,300.575531,1.1845178511845179e-05,6
A68_parsed_modified.txt,full_signal,A,68,,True,,5778000,0.0,115.55998,50000.000001892884,True,0,0.0,59.684482304441346,-335.728333,329.725464,0.0,5
A69_parsed_modified.txt,full_signal,A,69,,True,,5720000,0.0,114.39998,50000.000001892884,True,0,0.0,44.2361125865442,-330.253723,315.126495,0.0016877622377622378,5
A70_parsed_modified.txt,full_signal,A,70,,True,,8770000,0.0,175.39998,49999.99999994999,True,0,0.0,22.813744698670305,-266.791412,252.456558,0.007679247434435576,6
A73_parsed_modified.txt,full_signal,A,73,,True,,5856000,0.0,117.11998,50000.000001892884,True,0,0.0,20.26209134885442,-241.89151,236.897125,0.006140027322404372,7
A74_parsed_modified.txt,full_signal,A,74,,True,,5264000,0.0,105.27998,50000.000001892884,True,0,0.0,32.28407368639516,-341.611145,324.923157,0.008808510638297873,6
A75_parsed_modified.txt,full_signal,A,75,,True,,5074000,0.0,101.47998,50000.000001892884,True,0,0.0,50.18118104120124,-346.629547,306.602417,0.0002104848245959795,6
A76_parsed_modified.txt,full_signal,A,76,,True,,5414000,0.0,108.27998,50000.000001892884,True,0,0.0,50.898184832778526,-348.766541,336.592743,0.00015404506834133726,6
A77_parsed_modified.txt,full_signal,A,77,,True,,5076000,0.0,101.51998,50000.000001892884,True,0,0.0,23.09041248326225,-360.916351,318.247986,0.008688140267927502,6
R66_parsed_modified.txt,full_signal,R,66,,True,,5628000,0.0,112.55998,50000.000001892884,True,0,0.0,62.8646268971529,-317.389008,391.344208,0.0007432480454868514,6
R67_parsed_modified.txt,full_signal,R,67,,True,,6320000,0.0,126.39998,50000.000001892884,True,0,0.0,48.908850153375774,-334.284149,292.968964,0.002393037974683544,6
R68_parsed_modified.txt,full_signal,R,68,,True,,6120000,0.0,122.39998,50000.000001892884,True,0,0.0,61.91158527363038,-341.569458,349.453857,0.0,6
R69_parsed_modified.txt,full_signal,R,69,,True,,6054000,0.0,121.07998,50000.000001892884,True,0,0.0,41.278008749382956,-342.743713,335.194824,0.009082920383217707,6
R70_parsed_modified.txt,full_signal,R,70,,True,,9074000,0.0,181.47998,49999.99999967244,True,0,0.0,36.09189792194402,-337.303711,386.742981,0.0103738152964514,6
R73_parsed_modified.txt,full_signal,R,73,,True,,6194000,0.0,123.87998,50000.000001892884,True,0,0.0,30.39115019467532,-342.623901,354.534363,0.009605424604455926,7
R74_parsed_modified.txt,full_signal,R,74,,True,,5566000,0.0,111.31998,50000.000001892884,True,0,0.0,27.082357633591464,-343.10318,320.288757,0.007108515989938915,6
R75_parsed_modified.txt,full_signal,R,75,,True,,5360000,0.0,107.19998,50000.000001892884,True,0,0.0,32.42580023787265,-312.596069,282.592224,0.0010348880597014925,6
R76_parsed_modified.txt,full_signal,R,76,,True,,5794000,0.0,115.87998,50000.000001892884,True,0,0.0,50.51982779312937,-333.517303,393.980316,0.003755609250949258,6
R77_parsed_modified.txt,full_signal,R,77,,True,,5400000,0.0,107.99998,50000.000001892884,True,0,0.0,22.009993326752262,-349.238159,320.959778,0.008538703703703703,6
