model,t,VB_mean,VB_std,VB_q025,VB_q16,VB_q84,VB_q975,is_extrapolation
Poly2(t),1.4800000000000004,95.00205259460046,2.309227280277717,91.0686818953168,92.3662775537191,97.5137304506888,99.19747442424246,False
Poly2(t),1.4900000000000004,95.11765515565192,2.2988809375102184,91.20454763837236,92.49566957782378,97.62189143370064,99.29180771510562,False
Poly2(t),1.5000000000000004,95.23348402892556,2.2885849028579823,91.33942221935267,92.62525902203865,97.73015899908172,99.38232541322316,False
Poly2(t),1.5100000000000005,95.34953921442154,2.278339332662971,91.4659895570765,92.75504588636373,97.83865166143251,99.4812816691632,False
Poly2(t),1.5200000000000005,95.4658207121396,2.2681443840240334,91.59277895316811,92.88503017079898,97.9381411026631,99.58292071258032,False
Poly2(t),1.5300000000000005,95.5823285220799,2.2580002147789178,91.71979040762747,93.01521187534443,98.03496163595052,99.68549223074491,False
Poly2(t),1.5400000000000005,95.6990626442424,2.247906983485421,91.8470239204546,93.14633902424251,98.13205173939404,99.79304728787878,False
Poly2(t),1.5500000000000005,95.81602307862713,2.237864849401676,91.9744794916495,93.2619371625345,98.23449571740124,99.90129277720392,False
Poly2(t),1.5600000000000005,95.93320982523414,2.227873972465545,92.10215712121219,93.3759143081727,98.3438225528007,100.00382589531688,False
Poly2(t),1.5700000000000005,96.05062288406347,2.2179345132731045,92.23005680914262,93.49925080578518,98.45181206101925,100.10661700585406,False
Poly2(t),1.5800000000000005,96.16826225511483,2.2080466330561985,92.35817855544083,93.63943112396699,98.55972700404035,100.2096661088155,False
Poly2(t),1.5900000000000005,96.28612793838853,2.1982104936590283,92.4865223601068,93.781004439394,98.66846729784201,100.31297320420117,False
Poly2(t),1.6000000000000005,96.4042199338842,2.188426257513804,92.61428643250694,93.92274534435266,98.77745002754816,100.41653829201108,False
Poly2(t),1.6100000000000005,96.52253824160255,2.1786940876153564,92.74226158158292,94.06252434077135,98.88581602704313,100.52036137224525,False
Poly2(t),1.6200000000000006,96.64108286154269,2.1690141474947824,92.87046060204321,94.19565183581265,98.99692186060602,100.62444244490365,False
Poly2(t),1.6300000000000006,96.75985379370526,2.1593866011920233,92.9988834938878,94.32420126198348,99.10608113085397,100.72878150998629,False
Poly2(t),1.6400000000000006,96.87885103808995,2.149811613227406,93.12753025711667,94.45796704205696,99.21019868503211,100.82839433608821,False
Poly2(t),1.6500000000000006,96.99807459469694,2.140289348572122,93.25640089172985,94.60114703282832,99.31456366161613,100.92849791666679,False
Poly2(t),1.6600000000000006,97.11752446352625,2.130819972617587,93.38549539772733,94.73311057300282,99.41917606060603,101.038704878788,False
Poly2(t),1.6700000000000006,97.2372006445776,2.1214036511437113,93.51481377510909,94.86713308494035,99.52748622924705,101.1487176945593,False
Poly2(t),1.6800000000000006,97.35710313785141,2.1120405502860247,93.64435602387516,94.99821186409551,99.63938770101012,101.25434672176316,False
Poly2(t),1.6900000000000006,97.47723194334716,2.102730836501661,93.77412214402554,95.12146345220387,99.75152176019286,101.36023374139126,False
Poly2(t),1.7000000000000006,97.59758706106528,2.0934746765341616,93.9041121355602,95.25432002295689,99.86388840679525,101.46637875344359,False
Poly2(t),1.7100000000000006,97.7181684910055,2.0842722373770974,94.02828454806591,95.39107397442613,99.97648764081728,101.57278175792018,False
Poly2(t),1.7200000000000006,97.83897623316801,2.075123686236484,94.14839421212123,95.52141230192845,100.08931946225898,101.679442754821,False
Poly2(t),1.7300000000000006,97.96001028755283,2.0660291904919577,94.26874971358474,95.6559967913683,100.20238387112033,101.78647355888437,False
Poly2(t),1.7400000000000007,98.0812706541598,2.0569889176567298,94.3893510524564,95.79183694618922,100.31568086740131,101.89377769283753,False
Poly2(t),1.7500000000000007,98.20275733298911,2.0480030353362695,94.51280017863293,95.92831590909097,100.42906513429756,102.00133862775489,False
Poly2(t),1.7600000000000007,98.32447032404042,2.0390717111857017,94.63994706060606,96.06498980202028,100.54213338181822,102.10915636363643,False
Poly2(t),1.7700000000000007,98.44640962731413,2.0301951128659343,94.76732336710859,96.20281792635454,100.65543598204779,102.2187930834482,False
Poly2(t),1.7800000000000007,98.56857524280994,2.0213734079984453,94.8949290981405,96.34204583360889,100.77608605730035,102.33408005647392,False
Poly2(t),1.7900000000000007,98.69096717052814,2.0126067641187815,95.02290231448004,96.48146541065205,100.89493137525254,102.45005263464196,False
Poly2(t),1.8000000000000007,98.81358541046832,2.003895348628698,95.15218448117538,96.62107665748401,100.99674989898995,102.56626198347115,False
Poly2(t),1.8100000000000007,98.93642996263101,1.995239328746946,95.28168954244147,96.75932816005513,101.11098991005514,102.68228747202146,False
Poly2(t),1.8200000000000007,99.05950082701565,1.9866388714587166,95.41141749827824,96.88843386115705,101.22546427382925,102.79165802513785,False
Poly2(t),1.8300000000000007,99.18279800362268,1.9780941434636778,95.54376180589996,97.02482813696054,101.3455028423784,102.90127722408756,False
Poly2(t),1.8400000000000007,99.30632149245183,1.9696053111226663,95.6846186997246,97.17180893443529,101.45957770578516,103.01114506887062,False
Poly2(t),1.8500000000000008,99.4300712935032,1.9611725404029439,95.82794874526523,97.3189593468779,101.57355877066121,103.12126155948701,False
Poly2(t),1.8600000000000008,99.55404740677695,1.9527959968220778,95.9714653210515,97.4627692040405,101.69091329770436,103.23162669593674,False
Poly2(t),1.8700000000000008,99.6782498322728,1.9444758453903954,96.11719138731065,97.60372213939402,101.80824173030305,103.34224047821981,False
Poly2(t),1.8800000000000008,99.80267856999079,1.9362122505520203,96.26519596418737,97.74486674453635,101.92847833976126,103.45310290633618,False
Poly2(t),1.8900000000000008,99.92733361993105,1.9280053761244937,96.41337620250808,97.88507176639126,102.04554623572088,103.56421398028591,False
Poly2(t),1.9000000000000008,100.0522149820937,1.9198553852369533,96.56173210227277,98.02431588154279,102.16541253443529,103.67557370006898,False
Poly2(t),1.9100000000000008,100.17732265647847,1.9117624402668982,96.71026366348146,98.16102138489452,102.28906787571165,103.78718206568537,False
Poly2(t),1.9200000000000008,100.30265664308547,1.903726702775504,96.85897088613412,98.28546312727283,102.4139153439853,103.89903907713509,False
Poly2(t),1.9300000000000008,100.42821694191471,1.8957483334415155,97.00631245247936,98.41986404669429,102.53139939944913,104.01435689411164,False
Poly2(t),1.9400000000000008,100.554003552966,1.8878274919937144,97.1435046033058,98.57132103085402,102.65596719926546,104.13189973071631,False
Poly2(t),1.9500000000000008,100.68001647623963,1.8799643371419383,97.27989671143253,98.71540328397623,102.78008963269062,104.24997527117775,False
Poly2(t),1.9600000000000009,100.80625571173553,1.8721590265067036,97.40796339944912,98.84432617079898,102.90373893994499,104.36828109090915,False
Poly2(t),1.9700000000000009,100.9327212594538,1.864411716547392,97.53313594298102,98.9635678131314,103.02762302332424,104.48681718991052,False
Poly2(t),1.9800000000000009,101.05941311939394,1.856722562489036,97.661414574495,99.08957763434356,103.15267873131322,104.60558356818188,False
Poly2(t),1.9900000000000009,101.18633129155648,1.8490917182477118,97.79599264987954,99.2232191315428,103.2691355618457,104.7245802257232,False
Poly2(t),2.000000000000001,101.31347577594136,1.8415193363545266,97.93033861340686,99.36108099173565,103.38307401285584,104.83803443526175,False
Poly2(t),2.0100000000000007,101.44084657254818,1.8340055678782707,98.07003792458679,99.50723591115707,103.48975577378332,104.94239978891189,False
Poly2(t),2.020000000000001,101.5684436813774,1.8265505623466687,98.21512846143253,99.63624978842977,103.60991552947661,105.0470387837466,False
Poly2(t),2.030000000000001,101.69626710242888,1.8191544676663316,98.3604084333104,99.76661416680452,103.72708511992654,105.15195141976588,False
Poly2(t),2.040000000000001,101.8243168357026,1.811817430041364,98.5058778402204,99.90340729035823,103.84891598751148,105.26117871900837,False
Poly2(t),2.0500000000000007,101.95259288119827,1.8045395938906903,98.65144627238294,100.0411209056475,103.96730667699731,105.37560360278933,False
Poly2(t),2.060000000000001,102.08109523891639,1.797321101764106,98.79708920982554,100.17905203875127,104.08456960202027,105.48406178581276,False
Poly2(t),2.070000000000001,102.20982390885685,1.7901620942570868,98.9429223403352,100.31565900243353,104.20208626781458,105.59327369197666,False
Poly2(t),2.080000000000001,102.33877889101932,1.7830627099243803,99.08894566391186,100.45248637796153,104.31885564738299,105.70275250137749,False
Poly2(t),2.0900000000000007,102.46796018540404,1.7760230851924164,99.23515918055558,100.59068666212133,104.43846187020202,105.81249821401524,False
Poly2(t),2.100000000000001,102.59736779201107,1.7690433542705686,99.38156289026632,100.72831786501389,104.56389138200184,105.92251082988989,False
Poly2(t),2.110000000000001,102.72700171084031,1.7621236490613048,99.52594895084368,100.86539295578523,104.68191746019288,106.03279034900146,False
Poly2(t),2.120000000000001,102.8568619418916,1.7552640990692638,99.66774461707992,101.0012442446282,104.79244165876958,106.14861008264472,False
Poly2(t),2.130000000000001,102.98694848516526,1.748464831309298,99.80974705667472,101.13852520059697,104.91216068360885,106.26492214660821,False
Poly2(t),2.140000000000001,103.11726134066123,1.7417259702135328,99.95195626962813,101.2728271327824,105.03739454214877,106.38149417527558,False
Poly2(t),2.1500000000000012,103.24780050837927,1.735047637537486,100.09415962537307,101.40905184343438,105.16508136593207,106.49832616864678,False
Poly2(t),2.160000000000001,103.37856598831969,1.7284299522652964,100.23646202754823,101.55116918126727,105.29286930101013,106.61541812672185,False
Poly2(t),2.170000000000001,103.50955778048217,1.7218730305141121,100.37897219034093,101.69555218333343,105.41986220096429,106.73277004950077,False
Poly2(t),2.180000000000001,103.64077588486691,1.7153769854376881,100.5226821082415,101.8341226459138,105.55180357337012,106.85090651320026,False
Poly2(t),2.1900000000000013,103.77222030147395,1.708941927129282,100.6698936242252,101.97357281464656,105.67373416887057,106.97777765475789,False
Poly2(t),2.200000000000001,103.90389103030313,1.7025679625238592,100.81729469696968,102.10140969696978,105.80138424242426,107.1048674242425,False
Poly2(t),2.210000000000001,104.0357880713545,1.6962551952997058,100.96488532647497,102.2446864352618,105.9287344019284,107.23228072219358,False
Poly2(t),2.220000000000001,104.16791142462814,1.690003725779506,101.11266551274103,102.39132177043169,106.05244196253444,107.35649015185957,False
Poly2(t),2.2300000000000013,104.3002610901241,1.6838136508309498,101.2606352557679,102.53751057672187,106.17204326749312,107.47028696100215,False
Poly2(t),2.240000000000001,104.43283706784204,1.6776850637669412,101.40879455555555,102.67581406501384,106.29187970174473,107.58462192929301,False
Poly2(t),2.250000000000001,104.56563935778239,1.6716180542454808,101.55714341210398,102.81681659779619,106.4119774449036,107.69940970428726,False
Poly2(t),2.260000000000001,104.69866795994497,1.6656127081693115,101.70568182541321,102.95946724683206,106.5323364969697,107.81446032059237,False
Poly2(t),2.2700000000000014,104.83192287432978,1.65966910758538,101.85230387873047,103.10265597286514,106.6528298488981,107.9297737782083,False
Poly2(t),2.280000000000001,104.96540410093667,1.653787330584223,101.99095496051423,103.24525408558321,106.77465396657485,108.04535007713507,False
Poly2(t),2.290000000000001,105.0991116397658,1.6479674511993427,102.12853611794078,103.3867329238293,106.89642524931129,108.1612703697487,False
Poly2(t),2.300000000000001,105.23304549081732,1.6422095393066645,102.263735152663,103.52891661616174,107.01887486685037,108.28200183367777,False
Poly2(t),2.3100000000000014,105.36720565409097,1.636513660524168,102.3991722152778,103.67554385000014,107.14026593888892,108.4029932623107,False
Poly2(t),2.320000000000001,105.50159212958687,1.6308798761117809,102.53484730578514,103.82528882424255,107.27410266446284,108.52424465564746,False
Poly2(t),2.330000000000001,105.63620491730485,1.6253082428716168,102.67885473943986,103.96615875775946,107.40921773953171,108.6457560136881,False
Poly2(t),2.340000000000001,105.77104401724523,1.619798813048677,102.82757583562902,104.09906266868697,107.5453523224977,108.7675273364326,False
Poly2(t),2.3500000000000014,105.90610942940776,1.6143516342320738,102.97649171831955,104.24259615358136,107.66808573002754,108.88955862388094,False
Poly2(t),2.360000000000001,106.04140115379244,1.6089667492569348,103.12560238751148,104.38712965730038,107.79103070266298,109.01184987603314,False
Poly2(t),2.370000000000001,106.17691919039943,1.603644196107004,103.27111263464191,104.53624913663917,107.91996717497703,109.13440109288919,False
Poly2(t),2.3800000000000012,106.3126635392286,1.5983840078181355,103.41677618319564,104.68233903140501,108.04636265068868,109.26014210847117,False
Poly2(t),2.3900000000000015,106.4486342002801,1.5931862123827012,103.56189349207995,104.81712580941242,108.17122101207528,109.38706804003108,False
Poly2(t),2.4000000000000012,106.58483117355385,1.5880508326550777,103.70578627180907,104.96088216712592,108.30494585858591,109.51423028007355,False
Poly2(t),2.410000000000001,106.72125445904966,1.5829778862582728,103.84550262482789,105.09831429063368,108.43573335578515,109.64162882859857,False
Poly2(t),2.4200000000000013,106.8579040567677,1.5779673854918304,103.99201536742429,105.23058830101013,108.57261929090912,109.76926368560615,False
Poly2(t),2.4300000000000015,106.99477996670804,1.5730193372411196,104.13875967168852,105.36109097029387,108.69337162217636,109.89419827209602,False
Poly2(t),2.4400000000000013,107.13188218887053,1.5681337428880782,104.2857127713499,105.49591196914602,108.81234388980731,110.01342254545459,False
Poly2(t),2.450000000000001,107.26921072325527,1.5633105982235798,104.43287466640844,105.63732753902664,108.94065613980719,110.13291538825762,False
Poly2(t),2.4600000000000013,107.40676556986217,1.5585498933614803,104.58024535686414,105.78000254545458,109.06178157428835,110.2526768005051,False
Poly2(t),2.4700000000000015,107.54454672869142,1.5538516126544921,104.727824842717,105.92229811776863,109.19678541652898,110.37421132016193,False
Poly2(t),2.4800000000000013,107.68255419974285,1.5492157346119588,104.87552076033063,106.06579229972458,109.33371772121215,110.50196691276408,False
Poly2(t),2.490000000000001,107.82078798301659,1.5446422318196809,105.02323129961552,106.21794453103772,109.46805584559232,110.63288494143143,False
Poly2(t),2.5000000000000013,107.95924807851232,1.540131070861864,105.17078331611573,106.37183050964194,109.60391997245179,110.76403267045461,False
Poly2(t),2.5100000000000016,108.09793448623054,1.535682212245319,105.31677422239443,106.52603878287427,109.74418814683197,110.89561025714538,False
Poly2(t),2.5200000000000014,108.2368472061708,1.5312956103260176,105.46297859871444,106.68045000844818,109.884634748944,111.02781013498628,False
Poly2(t),2.530000000000001,108.37598623833337,1.526971213238107,105.60939644507579,106.8350641863637,110.02390938787882,111.1602374176137,False
Poly2(t),2.5400000000000014,108.51535158271825,1.5227089628254769,105.75602776147845,106.98601539944909,110.15548742479345,111.29289210502762,False
Poly2(t),2.5500000000000016,108.65494323932508,1.5185087945760136,105.90287254792244,107.13681964531686,110.29277435950416,111.42577419722802,False
Poly2(t),2.5600000000000014,108.79476120815431,1.5143706375586117,106.04993080440774,107.28073056969704,110.42317486721765,111.55888369421494,False
Poly2(t),2.570000000000001,108.93480548920586,1.5102944143630535,106.19720253093436,107.42013648282835,110.56651786900834,111.69282265085515,False
Poly2(t),2.5800000000000014,109.07507608247943,1.506280041042856,106.34468772750232,107.5607336866851,110.7042607432507,111.83047193560607,False
Poly2(t),2.5900000000000016,109.21557298797528,1.5023274270611826,106.4903800310779,107.70156454380172,110.83529610454545,111.96833868896351,False
Poly2(t),2.6000000000000014,109.3562962056935,1.498436475239904,106.6356776400368,107.8426290541782,110.96281366391186,112.10642291092746,False
Poly2(t),2.610000000000001,109.49724573563365,1.4946070817118993,106.7811958494893,107.98443595022958,111.08525108002756,112.24012078417702,False
Poly2(t),2.6200000000000014,109.63842157779614,1.490839135876696,106.92693465943533,108.1355131878788,111.2269285035813,112.37350940736918,False
Poly2(t),2.6300000000000017,109.77982373218092,1.4871325203595056,107.07289406987496,108.27065405840222,111.36545948838383,112.50713643890614,False
Poly2(t),2.6400000000000015,109.92145219878796,1.4834871109737748,107.21904228282837,108.40380871111113,111.49875403636362,112.6410018787879,False
Poly2(t),2.6500000000000012,110.06330697761717,1.4799027766872803,107.36524181947321,108.55275615702482,111.63271727961435,112.77510572701449,False
Poly2(t),2.6600000000000015,110.20538806866848,1.4763793795918738,107.51166331990366,108.7024960727273,111.76037881707994,112.90944798358589,False
Poly2(t),2.6700000000000017,110.34769547194215,1.4729167748769454,107.6583067841197,108.85102000968786,111.89499378966941,113.04469018468787,False
Poly2(t),2.6800000000000015,110.49022918743806,1.4695148108066456,107.80517221212129,108.99639541157026,112.02748730358127,113.1866323305786,False
Poly2(t),2.6900000000000013,110.63298921515603,1.4661733287009322,107.95225960390847,109.13699980468324,112.16384730922869,113.32927752513783,False
Poly2(t),2.7000000000000015,110.77597555509642,1.4628921629205311,108.09878787017911,109.2780167401286,112.30222151974289,113.47272076446289,False
Poly2(t),2.7100000000000017,110.91918820725905,1.4596711408558025,108.23901362302003,109.42527621377413,112.4383907340221,113.61636956370532,False
Poly2(t),2.7200000000000015,111.06262717164371,1.4565100829196092,108.3794798025712,109.56464533627181,112.57363742001837,113.7602239228651,False
Poly2(t),2.7300000000000013,111.20629244825071,1.4534088025441965,108.5268900759585,109.71500557231406,112.70964246065198,113.9069229036674,False
Poly2(t),2.7400000000000015,111.35018403707981,1.4503671061821275,108.67588216907718,109.86189721487611,112.8458776093664,114.05797621935267,False
Poly2(t),2.7500000000000018,111.4943019381315,1.447384793311323,108.82510073390158,110.01649116161617,112.98560688131326,114.21431490688134,False
Poly2(t),2.7600000000000016,111.63864615140506,1.444461656444183,108.97454577043165,110.16193856528926,113.13142487566586,114.3651394086318,False
Poly2(t),2.7700000000000014,111.78321667690095,1.4415974811408538,109.12421727866742,110.30200674187329,113.2774456915979,114.51614496220733,False
Poly2(t),2.7800000000000016,111.92801351461904,1.43879204602665,109.27411525860887,110.44040462258953,113.42366932910939,114.66733156760793,False
Poly2(t),2.790000000000002,112.07303666455928,1.4360451228136002,109.42423971025603,110.57651817401285,113.5700957882003,114.81911035849981,False
Poly2(t),2.8000000000000016,112.21828612672165,1.4333564763261635,109.57459063360886,110.70945630853993,113.71672506887064,114.96730027548213,False
Poly2(t),2.8100000000000014,112.36376190110654,1.4307258645310938,109.72635023984165,110.84348870128557,113.85634555133151,115.10967601756202,False
Poly2(t),2.8200000000000016,112.50946398771346,1.4281530385714332,109.88222620500464,110.97847293406794,114.00809736492202,115.2522639646465,False
Poly2(t),2.830000000000002,112.65539238654267,1.425637742804646,110.03831357042017,111.13241847066121,114.15389103374666,115.39506411673558,False
Poly2(t),2.8400000000000016,112.80154709759414,1.42317971484484,110.1946123360882,111.28790807125809,114.30244435482092,115.53807647382924,False
Poly2(t),2.8500000000000014,112.94792812086779,1.4207786856090763,110.35112250200878,111.4363201354454,114.43916998048674,115.68130103592749,False
Poly2(t),2.8600000000000017,113.0945354563638,1.4184343793677192,110.50784406818187,111.5688947515152,114.58081660606068,115.82473780303035,False
Poly2(t),2.870000000000002,113.24136910408177,1.4161465137987916,110.6647770346075,111.70463254788802,114.7176289368228,115.96838677513777,False
Poly2(t),2.8800000000000017,113.38842906402203,1.413914800046302,110.82192140128565,111.8583448139578,114.86289089439852,116.11224795224982,False
Poly2(t),2.8900000000000015,113.53571533618464,1.4117389427824742,110.9792771682163,112.01028550798905,115.00964248953173,116.25632133436643,False
Poly2(t),2.9000000000000017,113.68322792056948,1.409618640273848,111.1368443353995,112.14969941230494,115.1483408172636,116.40060692148765,False
Poly2(t),2.910000000000002,113.83096681717643,1.4075535844511733,111.29462290283523,112.28993638696059,115.29155152157944,116.54510471361345,False
Poly2(t),2.9200000000000017,113.97893202600548,1.405543460983041,111.45049861157028,112.4313140363637,115.43582307438015,116.68981471074385,False
Poly2(t),2.9300000000000015,114.12712354705702,1.4035879493531886,111.60311412448354,112.58248256868684,115.58325103415984,116.83473691287882,False
Poly2(t),2.9400000000000017,114.27554138033068,1.4016867229413834,111.75226317607904,112.73731505491274,115.7322458578513,116.97987132001842,False
Poly2(t),2.950000000000002,114.42418552582643,1.3998394491078252,111.9016496341254,112.89050591597794,115.87066864669423,117.12521793216258,False
Poly2(t),2.9600000000000017,114.57305598354462,1.3980457892809757,112.05258872727279,113.03654184315893,116.007354625528,117.27077674931134,False
Poly2(t),2.9700000000000015,114.72215275348488,1.3963053990487246,112.20939889267683,113.1961254464647,116.14483239949493,117.41654777146469,False
Poly2(t),2.9800000000000018,114.8714758356474,1.394617928252803,112.36641640358133,113.35682386336094,116.28835358292008,117.56253099862263,False
Poly2(t),2.990000000000002,115.02102523003225,1.3929830210863485,112.52364125998629,113.51480699256197,116.43210960280072,117.70872643078518,False
Poly2(t),3.0000000000000018,115.17080093663921,1.391400316194507,112.6810734618917,113.67022552800734,116.5761004591368,117.85513406795229,False
Poly2(t),3.0100000000000016,115.32080295546827,1.3898694467779917,112.83871300929758,113.81679537561986,116.72032615192836,118.001753910124,False
Poly2(t),3.020000000000002,115.47103128651973,1.3883900406994782,112.99655990220393,113.95761390101013,116.86478668117537,118.14858595730033,False
Poly2(t),3.030000000000002,115.62148592979344,1.3869617205927063,113.15461414061072,114.0987014898531,117.00948204687785,118.29563020948122,False
Poly2(t),3.040000000000002,115.77216688528912,1.3855841039742154,113.31287572451798,114.24535666776866,117.16282918787878,118.44288666666671,False
Poly2(t),3.0500000000000016,115.92307415300733,1.3842568033575604,113.47125394570713,114.39886550734624,117.3177527731864,118.59035532885679,False
Poly2(t),3.060000000000002,116.07420773294773,1.3829794263699056,113.62975385537196,114.55337173810842,117.47287864977044,118.73803619605147,False
Poly2(t),3.070000000000002,116.22556762511032,1.3817515758708734,113.78846113946288,114.70973856997253,117.62737815757575,118.89201349974176,False
Poly2(t),3.080000000000002,116.37715382949507,1.3805728500735255,113.94737579797986,114.86339975757579,117.77648685252527,119.04683325252527,False
