tool,RUL_true,RUL_pred,abs_err,RA,alpha_hit
T9,1.2800000000000002,1.9243693258377546,0.6443693258377543,0.49658646418925456,0
T11,1.5,3.8230972105366456,2.3230972105366456,-0.5487314736910971,0
T14,3.7272727272727275,13.976115330353789,10.248842603081062,-1.749689478875407,0
T18,29.0,31.8749056109638,2.8749056109638005,0.9008653237598689,1
