model,feature_subset,data_branch,tuning_method,augmentation_strategy,branch_id,n_features,best_params,best_cv_score_mae,scoring,cv_strategy,notes
RandomForest,SOLO_A,N,random,none,SOLO_A_N_CT_random,95,"{""model__n_estimators"": 200, ""model__min_samples_leaf"": 1, ""model__max_depth"": 3}",48.753625,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_A,N,random,none,SOLO_A_N_CT_random,95,"{""model__subsample"": 0.8, ""model__reg_lambda"": 1, ""model__n_estimators"": 100, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}",42.98120346069336,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_A,N,none,none,SOLO_A_N_CT_random,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_A,N,none,none,SOLO_A_N_CT_random,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,N,none,none,SOLO_A_N_CT_grid,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,N,grid,none,SOLO_A_N_CT_grid,95,"{""model__alpha"": 10}",29.04888644423378,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_A,N,grid,none,SOLO_A_N_CT_grid,95,"{""model__alpha"": 0.01}",32.327755378530156,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_A,N,grid,none,SOLO_A_N_CT_grid,95,"{""model__alpha"": 1, ""model__l1_ratio"": 0.5}",19.87073995042815,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_A,N,grid,none,SOLO_A_N_CT_grid,95,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",49.078073465610814,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_A,N,grid,none,SOLO_A_N_CT_grid,95,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}",48.753625,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_A,N,grid,none,SOLO_A_N_CT_grid,95,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}",40.04971466064453,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_A,N,none,none,SOLO_A_N_CT_grid,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_A,N,none,none,SOLO_A_N_CT_grid,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_noise,SOLO_A_A_CT_random_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,random,feature_noise,SOLO_A_A_CT_random_feature_noise,95,"{""model__alpha"": 1}",22.135046947821387,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_A,A,random,feature_noise,SOLO_A_A_CT_random_feature_noise,95,"{""model__alpha"": 0.01}",32.84648352752423,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_A,A,random,feature_noise,SOLO_A_A_CT_random_feature_noise,95,"{""model__l1_ratio"": 0.3, ""model__alpha"": 0.01}",20.345258648785492,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_A,A,random,feature_noise,SOLO_A_A_CT_random_feature_noise,95,"{""model__gamma"": 0.01, ""model__epsilon"": 5, ""model__C"": 100}",48.9479316304942,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_A,A,random,feature_noise,SOLO_A_A_CT_random_feature_noise,95,"{""model__n_estimators"": 200, ""model__min_samples_leaf"": 3, ""model__max_depth"": 5}",54.638009824203564,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_A,A,random,feature_noise,SOLO_A_A_CT_random_feature_noise,95,"{""model__subsample"": 0.8, ""model__reg_lambda"": 5, ""model__n_estimators"": 50, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}",42.89208831787109,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_A,A,none,feature_noise,SOLO_A_A_CT_random_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_A,A,none,feature_noise,SOLO_A_A_CT_random_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,"{""model__alpha"": 1}",22.135046947821387,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,"{""model__alpha"": 0.01}",32.84648352752423,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,"{""model__alpha"": 0.01, ""model__l1_ratio"": 0.3}",20.345258648785492,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,"{""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}",49.11316411240186,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,"{""model__max_depth"": null, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 200}",54.638009824203564,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}",41.59700698852539,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_A,A,none,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_A,A,none,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,"{""model__alpha"": 0.1}",17.597055746881136,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,"{""model__alpha"": 1}",34.230203450383144,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,"{""model__l1_ratio"": 0.3, ""model__alpha"": 0.01}",16.058002066582272,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,"{""model__gamma"": 0.01, ""model__epsilon"": 0.1, ""model__C"": 100}",48.59405924831021,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,"{""model__n_estimators"": 200, ""model__min_samples_leaf"": 3, ""model__max_depth"": 5}",56.04339198024197,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,"{""model__subsample"": 0.8, ""model__reg_lambda"": 1, ""model__n_estimators"": 100, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}",42.70459480285645,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,grid,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,"{""model__alpha"": 0.1}",17.597055746881136,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_A,A,grid,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,"{""model__alpha"": 1}",34.230203450383144,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_A,A,grid,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,"{""model__alpha"": 0.01, ""model__l1_ratio"": 0.3}",16.058002066582272,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_A,A,grid,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",48.90022420902536,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_A,A,grid,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 200}",56.043391980241985,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_A,A,grid,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}",41.90781040191651,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,random,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,"{""model__alpha"": 0.1}",20.68137912961442,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_A,A,random,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,"{""model__alpha"": 0.01}",24.991207370500668,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_A,A,random,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,"{""model__l1_ratio"": 0.5, ""model__alpha"": 0.01}",20.506459135482093,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_A,A,random,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,"{""model__gamma"": 0.01, ""model__epsilon"": 5, ""model__C"": 100}",48.79116636178908,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_A,A,random,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,"{""model__n_estimators"": 200, ""model__min_samples_leaf"": 3, ""model__max_depth"": null}",55.221686898518136,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_A,A,random,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,"{""model__subsample"": 0.8, ""model__reg_lambda"": 1, ""model__n_estimators"": 100, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}",39.76102867126465,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_A,A,none,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_A,A,none,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,grid,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,95,"{""model__alpha"": 0.1}",20.68137912961442,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_A,A,grid,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,95,"{""model__alpha"": 0.01}",24.991207370500668,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_A,A,grid,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,95,"{""model__alpha"": 0.01, ""model__l1_ratio"": 0.5}",20.506459135482093,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_A,A,grid,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,95,"{""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}",48.99942155112959,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_A,A,grid,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,95,"{""model__max_depth"": null, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 200}",55.221686898518136,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_A,A,grid,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,95,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 100, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}",41.43997097015381,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_A,A,none,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_A,A,none,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,N,none,none,SOLO_R_N_CT_random,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,N,random,none,SOLO_R_N_CT_random,93,"{""model__alpha"": 10}",31.245532058902768,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_R,N,random,none,SOLO_R_N_CT_random,93,"{""model__alpha"": 0.1}",29.430095087360293,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,N,random,none,SOLO_R_N_CT_random,93,"{""model__l1_ratio"": 0.9, ""model__alpha"": 0.01}",23.35147928460424,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_R,N,random,none,SOLO_R_N_CT_random,93,"{""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}",48.40693833352216,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_R,N,random,none,SOLO_R_N_CT_random,93,"{""model__n_estimators"": 100, ""model__min_samples_leaf"": 1, ""model__max_depth"": 5}",44.189,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_R,N,random,none,SOLO_R_N_CT_random,93,"{""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}",38.56602172851562,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_R,N,none,none,SOLO_R_N_CT_random,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,N,none,none,SOLO_R_N_CT_random,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,N,none,none,SOLO_R_N_CT_grid,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,93,"{""model__alpha"": 10}",31.245532058902768,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,93,"{""model__alpha"": 0.1}",29.430095087360293,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,93,"{""model__alpha"": 0.01, ""model__l1_ratio"": 0.9}",23.35147928460424,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
