model,feature_subset,data_branch,tuning_branch,tuning_method,validation_type,augmentation_strategy,branch_id,n_features,MAE,RMSE,R2,MAPE_%,n_train,n_train_original,n_train_augmented,n_test,n_folds,notes
MLP,SOLO_R,A,CT,none,loeo,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,93,206.67173616717372,451.72272242421406,-55.65490865519896,98.41074568378707,36,9,27,10,10,
BNN,SOLO_R,A,CT,none,loeo,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,93,42.063046264648435,58.07179071414915,0.0636804175962008,25.722047244172124,36,9,27,10,10,
DummyRegressor,SOLO_R,A,ST,none,loeo,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,SOLO_R,A,ST,none,loeo,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,59.07187188850196,106.01560194787027,-2.120565028186566,34.457584724386706,36,9,27,10,10,
Lasso,SOLO_R,A,ST,none,loeo,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,38.64160797909674,45.87964936425742,0.4155681844391921,23.474796954729264,36,9,27,10,10,
ElasticNet,SOLO_R,A,ST,none,loeo,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,29.283408066316763,36.288666918571366,0.6343751553501229,19.648258714934496,36,9,27,10,10,
SVR,SOLO_R,A,ST,none,loeo,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,50.915153436530716,62.75518120454164,-0.09343468427734103,34.223283398026396,36,9,27,10,10,
RandomForest,SOLO_R,A,ST,none,loeo,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,51.10176488095239,62.80929647788884,-0.0953212864092523,33.588547509146274,36,9,27,10,10,
XGBoost,SOLO_R,A,ST,none,loeo,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,55.32369384765625,65.05406024072593,-0.17501249519086826,34.09499663552084,36,9,27,10,10,
MLP,SOLO_R,A,ST,none,loeo,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,256.3900262746099,585.0725339340954,-94.04145830542419,120.04073643231901,36,9,27,10,10,
BNN,SOLO_R,A,ST,none,loeo,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,34.49035110473633,49.773934664075036,0.31214386248022175,19.4098938893247,36,9,27,10,10,
DummyRegressor,SOLO_R,A,CT,none,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,SOLO_R,A,CT,random,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,23.854244687017548,29.757116542575073,0.7541470851382559,17.067821078794466,36,9,27,10,10,
Lasso,SOLO_R,A,CT,random,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,36.53418828850823,40.485658658850376,0.5449112619240006,24.77072818395833,36,9,27,10,10,
ElasticNet,SOLO_R,A,CT,random,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,63.17668403769378,130.17153230859392,-3.704632498512451,31.156020621123677,36,9,27,10,10,
SVR,SOLO_R,A,CT,random,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,50.61253624591495,62.50912817319423,-0.08487712850712414,33.8528641522004,36,9,27,10,10,
RandomForest,SOLO_R,A,CT,random,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,52.36800000000001,63.383758960793735,-0.11544883096546332,34.41774653889791,36,9,27,10,10,
XGBoost,SOLO_R,A,CT,random,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,39.96691131591797,54.16969497255055,0.18528361590831843,25.524553894070745,36,9,27,10,10,
MLP,SOLO_R,A,CT,none,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,256.3900262746099,585.0725339340954,-94.04145830542419,120.04073643231901,36,9,27,10,10,
BNN,SOLO_R,A,CT,none,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,34.49035110473633,49.773934664075036,0.31214386248022175,19.4098938893247,36,9,27,10,10,
DummyRegressor,SOLO_R,A,CT,none,loeo,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,SOLO_R,A,CT,grid,loeo,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,23.854244687017548,29.757116542575073,0.7541470851382559,17.067821078794466,36,9,27,10,10,
Lasso,SOLO_R,A,CT,grid,loeo,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,36.53418828850823,40.485658658850376,0.5449112619240006,24.77072818395833,36,9,27,10,10,
ElasticNet,SOLO_R,A,CT,grid,loeo,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,63.17668403769378,130.17153230859392,-3.704632498512451,31.156020621123677,36,9,27,10,10,
SVR,SOLO_R,A,CT,grid,loeo,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,50.61253624591495,62.50912817319423,-0.08487712850712414,33.8528641522004,36,9,27,10,10,
RandomForest,SOLO_R,A,CT,grid,loeo,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,52.36800000000001,63.383758960793735,-0.11544883096546332,34.41774653889791,36,9,27,10,10,
XGBoost,SOLO_R,A,CT,grid,loeo,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,44.31729507446289,55.554340902119996,0.14310093509742283,27.400179783052568,36,9,27,10,10,
MLP,SOLO_R,A,CT,none,loeo,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,256.3900262746099,585.0725339340954,-94.04145830542419,120.04073643231901,36,9,27,10,10,
BNN,SOLO_R,A,CT,none,loeo,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,34.49035110473633,49.773934664075036,0.31214386248022175,19.4098938893247,36,9,27,10,10,
