rank,model,data_branch,tuning_method,validation_type,augmentation_strategy,MAE,RMSE,R2,MAPE_%,interpretation_note,branch_id
128,Ridge,A,grid,loeo,feature_scaling,44.60726140118592,78.19464679641492,-0.6976482672345707,25.86190181751693,"LOEO-CV (honest, n=10); aug:feature_scaling; tuning:grid",SOLO_R_A_CT_grid_feature_scaling
129,BNN,N,none,loeo,none,44.90078277587891,58.83829186406045,0.038799955165391364,27.978720438914152,"LOEO-CV (honest, n=10)",FUSION_N_ST
130,BNN,N,none,loeo,none,44.90078277587891,58.83829186406045,0.038799955165391364,27.978720438914152,"LOEO-CV (honest, n=10)",FUSION_N_CT_random
131,BNN,N,none,loeo,none,44.90078277587891,58.83829186406045,0.038799955165391364,27.978720438914152,"LOEO-CV (honest, n=10)",FUSION_N_CT_grid
132,Ridge,N,none,loeo,none,45.15948015017858,75.68145501570905,-0.5902764072684745,27.49166991567099,"LOEO-CV (honest, n=10)",SOLO_R_N_ST
133,Ridge,N,random,loeo,none,45.15948015017858,75.68145501570905,-0.5902764072684745,27.49166991567099,"LOEO-CV (honest, n=10); tuning:random",SOLO_R_N_CT_random
134,Ridge,N,grid,loeo,none,45.15948015017858,75.68145501570905,-0.5902764072684745,27.49166991567099,"LOEO-CV (honest, n=10); tuning:grid",SOLO_R_N_CT_grid
135,RandomForest,N,none,loeo,none,45.88981071428573,58.48540039082851,0.05029526170338827,30.688615795853536,"LOEO-CV (honest, n=10)",SOLO_R_N_ST
136,XGBoost,A,grid,loeo,feature_scaling,46.02440643310547,56.50796732484632,0.11342998115165392,29.176080940123196,"LOEO-CV (honest, n=10); aug:feature_scaling; tuning:grid",SOLO_R_A_CT_grid_feature_scaling
137,XGBoost,N,none,loeo,none,46.2455810546875,57.112623235796626,0.09435522411033259,29.4498463630217,"LOEO-CV (honest, n=10)",FUSION_N_ST
