model,feature_subset,data_branch,tuning_method,augmentation_strategy,branch_id,n_features,best_params,best_cv_score_mae,best_params_full_data,n_folds_tuned,params_stable_across_folds,scoring,cv_strategy,notes
DummyRegressor,FUSION,N,none,none,FUSION_N_ST,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
Ridge,FUSION,N,none,none,FUSION_N_ST,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
Lasso,FUSION,N,none,none,FUSION_N_ST,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
ElasticNet,FUSION,N,none,none,FUSION_N_ST,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
SVR,FUSION,N,none,none,FUSION_N_ST,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
RandomForest,FUSION,N,none,none,FUSION_N_ST,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
XGBoost,FUSION,N,none,none,FUSION_N_ST,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
MLP,FUSION,N,none,none,FUSION_N_ST,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
BNN,FUSION,N,none,none,FUSION_N_ST,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
DummyRegressor,FUSION,N,none,none,FUSION_N_CT_random,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
Ridge,FUSION,N,random,none,FUSION_N_CT_random,189,"[{""model__alpha"": 10}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}]",40.14388282867726,"{""model__alpha"": 100}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}]}"
Lasso,FUSION,N,random,none,FUSION_N_CT_random,189,"[{""model__alpha"": 0.1}, {""model__alpha"": 0.001}, {""model__alpha"": 0.1}, {""model__alpha"": 0.1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.1}, {""model__alpha"": 1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.01}, {""model__alpha"": 0.001}]",30.78120570116157,"{""model__alpha"": 0.01}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}]}"
ElasticNet,FUSION,N,random,none,FUSION_N_CT_random,189,"[{""model__l1_ratio"": 0.1, ""model__alpha"": 0.1}, {""model__l1_ratio"": 0.1, ""model__alpha"": 0.1}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.1}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.01}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.01}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.01}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.01}, {""model__l1_ratio"": 0.5, ""model__alpha"": 10}, {""model__l1_ratio"": 0.3, ""model__alpha"": 1}, {""model__l1_ratio"": 0.9, ""model__alpha"": 1}]",27.173690135074214,"{""model__l1_ratio"": 0.7, ""model__alpha"": 0.1}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}]}"
SVR,FUSION,N,random,none,FUSION_N_CT_random,189,"[{""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}, {""model__gamma"": ""scale"", ""model__epsilon"": 5, ""model__C"": 100}, {""model__gamma"": ""auto"", ""model__epsilon"": 10, ""model__C"": 100}, {""model__gamma"": ""auto"", ""model__epsilon"": 10, ""model__C"": 100}, {""model__gamma"": 0.01, ""model__epsilon"": 5, ""model__C"": 100}, {""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}, {""model__gamma"": 0.1, ""model__epsilon"": 0.1, ""model__C"": 0.1}, {""model__gamma"": 0.1, ""model__epsilon"": 0.1, ""model__C"": 0.1}, {""model__gamma"": ""scale"", ""model__epsilon"": 10, ""model__C"": 10}, {""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}]",43.49271925852192,"{""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}]}"
RandomForest,FUSION,N,random,none,FUSION_N_CT_random,189,"[{""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": null}, {""model__n_estimators"": 200, ""model__min_samples_leaf"": 2, ""model__max_depth"": 2}, {""model__n_estimators"": 200, ""model__min_samples_leaf"": 1, ""model__max_depth"": 3}, {""model__n_estimators"": 100, ""model__min_samples_leaf"": 2, ""model__max_depth"": 3}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 1, ""model__max_depth"": 3}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": null}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": null}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": 3}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": 3}, {""model__n_estimators"": 100, ""model__min_samples_leaf"": 1, ""model__max_depth"": 5}]",38.620010714285705,"{""model__n_estimators"": 100, ""model__min_samples_leaf"": 2, ""model__max_depth"": 2}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}]}"
XGBoost,FUSION,N,random,none,FUSION_N_CT_random,189,"[{""model__subsample"": 0.8, ""model__reg_lambda"": 5, ""model__n_estimators"": 50, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}, {""model__subsample"": 0.8, ""model__reg_lambda"": 5, ""model__n_estimators"": 50, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}]",34.96780433654784,"{""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}]}"
MLP,FUSION,N,none,none,FUSION_N_CT_random,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
BNN,FUSION,N,none,none,FUSION_N_CT_random,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
DummyRegressor,FUSION,N,none,none,FUSION_N_CT_grid,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
Ridge,FUSION,N,grid,none,FUSION_N_CT_grid,189,"[{""model__alpha"": 10}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}]",40.14388282867726,"{""model__alpha"": 100}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""grid"", ""per_fold_info"": [{""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}]}"
Lasso,FUSION,N,grid,none,FUSION_N_CT_grid,189,"[{""model__alpha"": 0.1}, {""model__alpha"": 0.001}, {""model__alpha"": 0.1}, {""model__alpha"": 0.1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.1}, {""model__alpha"": 1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.01}, {""model__alpha"": 0.001}]",30.78120570116157,"{""model__alpha"": 0.01}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""grid"", ""per_fold_info"": [{""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}]}"
ElasticNet,FUSION,N,grid,none,FUSION_N_CT_grid,189,"[{""model__alpha"": 0.1, ""model__l1_ratio"": 0.1}, {""model__alpha"": 0.1, ""model__l1_ratio"": 0.1}, {""model__alpha"": 0.1, ""model__l1_ratio"": 0.7}, {""model__alpha"": 0.01, ""model__l1_ratio"": 0.7}, {""model__alpha"": 0.01, ""model__l1_ratio"": 0.7}, {""model__alpha"": 0.01, ""model__l1_ratio"": 0.7}, {""model__alpha"": 0.01, ""model__l1_ratio"": 0.7}, {""model__alpha"": 10, ""model__l1_ratio"": 0.5}, {""model__alpha"": 1, ""model__l1_ratio"": 0.3}, {""model__alpha"": 1, ""model__l1_ratio"": 0.9}]",27.173690135074214,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.7}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""grid"", ""per_fold_info"": [{""method"": ""grid"", ""n_candidates"": 20}, {""method"": ""grid"", ""n_candidates"": 20}, {""method"": ""grid"", ""n_candidates"": 20}, {""method"": ""grid"", ""n_candidates"": 20}, {""method"": ""grid"", ""n_candidates"": 20}, {""method"": ""grid"", ""n_candidates"": 20}, {""method"": ""grid"", ""n_candidates"": 20}, {""method"": ""grid"", ""n_candidates"": 20}, {""method"": ""grid"", ""n_candidates"": 20}, {""method"": ""grid"", ""n_candidates"": 20}]}"
SVR,FUSION,N,grid,none,FUSION_N_CT_grid,189,"[{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 5, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 0.1, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 0.1, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 10, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}]",43.582781872590466,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""grid"", ""per_fold_info"": [{""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}]}"
RandomForest,FUSION,N,grid,none,FUSION_N_CT_grid,189,"[{""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": null, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 200}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 50}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 100}]",38.620010714285705,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""grid"", ""per_fold_info"": [{""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}]}"
XGBoost,FUSION,N,grid,none,FUSION_N_CT_grid,189,"[{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 50, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.01, ""model__max_depth"": 2, ""model__n_estimators"": 50, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 100, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 3, ""model__n_estimators"": 50, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 50, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}]",35.794155807495116,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""grid"", ""per_fold_info"": [{""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}]}"
MLP,FUSION,N,none,none,FUSION_N_CT_grid,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
BNN,FUSION,N,none,none,FUSION_N_CT_grid,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
DummyRegressor,FUSION,A,none,feature_noise,FUSION_A_ST_feature_noise,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
Ridge,FUSION,A,none,feature_noise,FUSION_A_ST_feature_noise,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
Lasso,FUSION,A,none,feature_noise,FUSION_A_ST_feature_noise,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
ElasticNet,FUSION,A,none,feature_noise,FUSION_A_ST_feature_noise,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
SVR,FUSION,A,none,feature_noise,FUSION_A_ST_feature_noise,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
RandomForest,FUSION,A,none,feature_noise,FUSION_A_ST_feature_noise,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
XGBoost,FUSION,A,none,feature_noise,FUSION_A_ST_feature_noise,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
MLP,FUSION,A,none,feature_noise,FUSION_A_ST_feature_noise,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
BNN,FUSION,A,none,feature_noise,FUSION_A_ST_feature_noise,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
DummyRegressor,FUSION,A,none,feature_noise,FUSION_A_CT_random_feature_noise,189,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
Ridge,FUSION,A,random,feature_noise,FUSION_A_CT_random_feature_noise,189,"[{""model__alpha"": 10}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}]",40.14388282867726,"{""model__alpha"": 100}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}]}"
Lasso,FUSION,A,random,feature_noise,FUSION_A_CT_random_feature_noise,189,"[{""model__alpha"": 0.1}, {""model__alpha"": 0.001}, {""model__alpha"": 0.1}, {""model__alpha"": 0.1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.1}, {""model__alpha"": 1}, {""model__alpha"": 0.01}, {""model__alpha"": 0.01}, {""model__alpha"": 0.001}]",30.78120570116157,"{""model__alpha"": 0.01}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}]}"
