model,feature_subset,data_branch,tuning_branch,tuning_method,validation_type,augmentation_strategy,branch_id,n_features,MAE,RMSE,R2,MAPE_%,n_train,n_train_original,n_train_augmented,n_test,n_folds,notes
SVR,SOLO_A,A,CT,random,loeo,feature_noise,SOLO_A_A_CT_random_feature_noise,95,59.429418962135195,68.12324815254966,-0.28849982615212877,39.26805131723392,36,9,27,10,10,
RandomForest,SOLO_A,A,CT,random,loeo,feature_noise,SOLO_A_A_CT_random_feature_noise,95,56.346086123057376,68.75901278782503,-0.31266206685091835,36.565826029984315,36,9,27,10,10,
XGBoost,SOLO_A,A,CT,random,loeo,feature_noise,SOLO_A_A_CT_random_feature_noise,95,64.34125518798828,70.64395559161848,-0.38561854619097224,42.79767469554224,36,9,27,10,10,
MLP,SOLO_A,A,CT,none,loeo,feature_noise,SOLO_A_A_CT_random_feature_noise,95,253.07055126366632,408.96511201517916,-45.43721776321339,160.1246230819552,36,9,27,10,10,
BNN,SOLO_A,A,CT,none,loeo,feature_noise,SOLO_A_A_CT_random_feature_noise,95,52.30066070556641,59.27387946642737,0.024515494948049388,36.12429821139052,36,9,27,10,10,
DummyRegressor,SOLO_A,A,CT,none,loeo,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,SOLO_A,A,CT,grid,loeo,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,24.624606428931603,30.12253263117579,0.7480718851105314,18.493948336279537,36,9,27,10,10,
Lasso,SOLO_A,A,CT,grid,loeo,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,30.118650568545924,52.40055182855968,0.2376307144874853,16.506321553158067,36,9,27,10,10,
ElasticNet,SOLO_A,A,CT,grid,loeo,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,30.128192624837578,40.61753378415305,0.5419416855124082,19.44304037099755,36,9,27,10,10,
SVR,SOLO_A,A,CT,grid,loeo,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,59.498749936762714,68.18408449318426,-0.2908022006818163,39.30075368597472,36,9,27,10,10,
RandomForest,SOLO_A,A,CT,grid,loeo,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,56.89201717501196,68.12580156449782,-0.2885964196822419,37.01860448506673,36,9,27,10,10,
XGBoost,SOLO_A,A,CT,grid,loeo,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,57.132389831542966,67.17137180851849,-0.25274334843871404,38.65749544862548,36,9,27,10,10,
MLP,SOLO_A,A,CT,none,loeo,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,253.07055126366632,408.96511201517916,-45.43721776321339,160.1246230819552,36,9,27,10,10,
BNN,SOLO_A,A,CT,none,loeo,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,52.30066070556641,59.27387946642737,0.024515494948049388,36.12429821139052,36,9,27,10,10,
DummyRegressor,SOLO_A,A,ST,none,loeo,feature_scaling,SOLO_A_A_ST_feature_scaling,95,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,SOLO_A,A,ST,none,loeo,feature_scaling,SOLO_A_A_ST_feature_scaling,95,27.180163219674256,40.0782070974534,0.5540252814244524,17.735843352624,36,9,27,10,10,
Lasso,SOLO_A,A,ST,none,loeo,feature_scaling,SOLO_A_A_ST_feature_scaling,95,28.70293467999294,38.072255415402196,0.597550974010639,18.6757383672543,36,9,27,10,10,
ElasticNet,SOLO_A,A,ST,none,loeo,feature_scaling,SOLO_A_A_ST_feature_scaling,95,20.890492088259936,27.34325677894394,0.7924158683064718,16.444624514621715,36,9,27,10,10,
SVR,SOLO_A,A,ST,none,loeo,feature_scaling,SOLO_A_A_ST_feature_scaling,95,56.65345514471419,67.87964766288262,-0.2793012632506089,36.61866691732944,36,9,27,10,10,
RandomForest,SOLO_A,A,ST,none,loeo,feature_scaling,SOLO_A_A_ST_feature_scaling,95,51.60176011904764,63.604772974994916,-0.12324135203214137,33.613696453030755,36,9,27,10,10,
XGBoost,SOLO_A,A,ST,none,loeo,feature_scaling,SOLO_A_A_ST_feature_scaling,95,54.48292922973633,60.46027064332179,-0.01492475095405732,35.42085014402455,36,9,27,10,10,
MLP,SOLO_A,A,ST,none,loeo,feature_scaling,SOLO_A_A_ST_feature_scaling,95,238.3760135788294,381.912555292685,-39.49687782407374,148.9722906215005,36,9,27,10,10,
BNN,SOLO_A,A,ST,none,loeo,feature_scaling,SOLO_A_A_ST_feature_scaling,95,38.58976745605469,46.41385325105655,0.4018791807149943,26.901413062605485,36,9,27,10,10,
DummyRegressor,SOLO_A,A,CT,none,loeo,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,SOLO_A,A,CT,random,loeo,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,21.722266654523157,29.91929855775494,0.751459890721279,16.67095756291065,36,9,27,10,10,
Lasso,SOLO_A,A,CT,random,loeo,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,20.27256482092475,26.222852054239766,0.8090790795824886,11.482051062861682,36,9,27,10,10,
ElasticNet,SOLO_A,A,CT,random,loeo,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,31.287296059375063,41.151038775667054,0.5298296099007818,20.712519509130725,36,9,27,10,10,
SVR,SOLO_A,A,CT,random,loeo,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,59.42821909450372,68.16680570695583,-0.29014806945902194,39.27008521310583,36,9,27,10,10,
RandomForest,SOLO_A,A,CT,random,loeo,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,55.2602994459445,66.14531043778814,-0.2147636506504904,36.253444785082095,36,9,27,10,10,
XGBoost,SOLO_A,A,CT,random,loeo,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,61.947594451904294,68.07358754605988,-0.2866219250937976,40.46596556466692,36,9,27,10,10,
MLP,SOLO_A,A,CT,none,loeo,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,238.3760135788294,381.912555292685,-39.49687782407374,148.9722906215005,36,9,27,10,10,
BNN,SOLO_A,A,CT,none,loeo,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,38.58976745605469,46.41385325105655,0.4018791807149943,26.901413062605485,36,9,27,10,10,
DummyRegressor,SOLO_A,A,CT,none,loeo,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,SOLO_A,A,CT,grid,loeo,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,21.722266654523157,29.91929855775494,0.751459890721279,16.67095756291065,36,9,27,10,10,
Lasso,SOLO_A,A,CT,grid,loeo,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,20.27256482092475,26.222852054239766,0.8090790795824886,11.482051062861682,36,9,27,10,10,
ElasticNet,SOLO_A,A,CT,grid,loeo,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,31.287296059375063,41.151038775667054,0.5298296099007818,20.712519509130725,36,9,27,10,10,
SVR,SOLO_A,A,CT,grid,loeo,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,59.49393935803158,68.22393031775007,-0.2923112949757525,39.30124526081143,36,9,27,10,10,
RandomForest,SOLO_A,A,CT,grid,loeo,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,54.86722810082074,65.38158163925807,-0.18687372251664303,36.25653592362755,36,9,27,10,10,
XGBoost,SOLO_A,A,CT,grid,loeo,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,56.78582763671875,68.20484180951286,-0.291588239482208,37.455385544068534,36,9,27,10,10,
MLP,SOLO_A,A,CT,none,loeo,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,238.3760135788294,381.912555292685,-39.49687782407374,148.9722906215005,36,9,27,10,10,
BNN,SOLO_A,A,CT,none,loeo,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,38.58976745605469,46.41385325105655,0.4018791807149943,26.901413062605485,36,9,27,10,10,
DummyRegressor,SOLO_A,A,ST,none,loeo,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,SOLO_A,A,ST,none,loeo,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,28.262821584822053,41.53164220641434,0.5210922360442968,18.308216478074037,36,9,27,10,10,
Lasso,SOLO_A,A,ST,none,loeo,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,27.3225367585066,39.62620119718046,0.5640280475778243,17.869192883870905,36,9,27,10,10,
ElasticNet,SOLO_A,A,ST,none,loeo,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,19.401603473744853,26.957121334392316,0.7982373856058824,15.697784895222691,36,9,27,10,10,
SVR,SOLO_A,A,ST,none,loeo,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,56.84310744857356,67.97101063439457,-0.28274734545754376,36.753577180392625,36,9,27,10,10,
RandomForest,SOLO_A,A,ST,none,loeo,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,53.140041666666676,64.73322612123431,-0.16345120320262185,34.47634205189561,36,9,27,10,10,
XGBoost,SOLO_A,A,ST,none,loeo,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,55.769918060302736,60.77500183176851,-0.02551881135007905,35.761425060948945,36,9,27,10,10,
MLP,SOLO_A,A,ST,none,loeo,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,234.5361296329401,371.4948111065462,-37.31767716796516,148.83434624643178,36,9,27,10,10,
BNN,SOLO_A,A,ST,none,loeo,grouped_scaling,SOLO_A_A_ST_grouped_scaling,95,47.83015441894531,55.6512265445037,0.14010949973271625,34.09907217118448,36,9,27,10,10,
DummyRegressor,SOLO_A,A,CT,none,loeo,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,SOLO_A,A,CT,random,loeo,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,19.41725659775202,23.647429602448987,0.8447392954966195,13.086206651306512,36,9,27,10,10,
Lasso,SOLO_A,A,CT,random,loeo,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,29.21824627792579,47.8889750931372,0.3632561560070092,15.543503335256744,36,9,27,10,10,
ElasticNet,SOLO_A,A,CT,random,loeo,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,30.270371163329095,40.05043367232439,0.5546431710276968,19.90506233385832,36,9,27,10,10,
SVR,SOLO_A,A,CT,random,loeo,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,58.892056896993815,67.82747257204257,-0.2773353718702014,38.96663707089689,36,9,27,10,10,
RandomForest,SOLO_A,A,CT,random,loeo,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,57.08299012227455,68.00965539711424,-0.28420636624313333,37.49133720509797,36,9,27,10,10,
XGBoost,SOLO_A,A,CT,random,loeo,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,61.29449462890625,69.68109578529373,-0.3481046702629269,39.379466750040294,36,9,27,10,10,
MLP,SOLO_A,A,CT,none,loeo,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,234.5361296329401,371.4948111065462,-37.31767716796516,148.83434624643178,36,9,27,10,10,
BNN,SOLO_A,A,CT,none,loeo,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,95,47.83015441894531,55.6512265445037,0.14010949973271625,34.09907217118448,36,9,27,10,10,
DummyRegressor,SOLO_R,N,ST,none,loeo,none,SOLO_R_N_ST,93,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,9,9,0,10,10,
Ridge,SOLO_R,N,ST,none,loeo,none,SOLO_R_N_ST,93,45.15948015017858,75.68145501570905,-0.5902764072684745,27.49166991567099,9,9,0,10,10,
Lasso,SOLO_R,N,ST,none,loeo,none,SOLO_R_N_ST,93,37.590761886230055,43.659072586415164,0.4707721599843774,23.454190846182506,9,9,0,10,10,
ElasticNet,SOLO_R,N,ST,none,loeo,none,SOLO_R_N_ST,93,29.905826312833785,37.60229499771214,0.6074252395139594,19.864712311208038,9,9,0,10,10,
SVR,SOLO_R,N,ST,none,loeo,none,SOLO_R_N_ST,93,56.522276031661214,66.15629112344624,-0.21516700638038566,37.327786456462164,9,9,0,10,10,
RandomForest,SOLO_R,N,ST,none,loeo,none,SOLO_R_N_ST,93,45.88981071428573,58.48540039082851,0.05029526170338827,30.688615795853536,9,9,0,10,10,
XGBoost,SOLO_R,N,ST,none,loeo,none,SOLO_R_N_ST,93,43.02733535766602,56.30775121278259,0.11970134946632838,26.092750257619706,9,9,0,10,10,
MLP,SOLO_R,N,ST,none,loeo,none,SOLO_R_N_ST,93,316.76638312999023,834.8159526132132,-192.49740670005096,130.5015694416714,9,9,0,10,10,
BNN,SOLO_R,N,ST,none,loeo,none,SOLO_R_N_ST,93,36.87671051025391,52.81003209276195,0.2256692026136211,22.038293980527808,9,9,0,10,10,
DummyRegressor,SOLO_R,A,CT,none,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,SOLO_R,A,CT,random,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,44.63676513008371,73.29340541595698,-0.49150073367442304,26.626114557481984,36,9,27,10,10,
Lasso,SOLO_R,A,CT,random,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,41.866665168161546,52.23696743757766,0.24238322368817178,26.403757016063857,36,9,27,10,10,
ElasticNet,SOLO_R,A,CT,random,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,67.15104787501154,143.97529330877595,-4.755321830404077,32.04717176955207,36,9,27,10,10,
SVR,SOLO_R,A,CT,random,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,57.49066465699779,68.59394224319054,-0.3063669867373813,37.57660020329589,36,9,27,10,10,
RandomForest,SOLO_R,A,CT,random,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,53.22932211848179,63.77403843951529,-0.12922766225987625,34.86050037044017,36,9,27,10,10,
XGBoost,SOLO_R,A,CT,random,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,38.99069671630859,52.2939042374019,0.24073076239472024,25.04893864237704,36,9,27,10,10,
MLP,SOLO_R,A,CT,none,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,256.3900262746099,585.0725339340954,-94.04145830542419,120.04073643231901,36,9,27,10,10,
BNN,SOLO_R,A,CT,none,loeo,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,34.49035110473633,49.773934664075036,0.31214386248022175,19.4098938893247,36,9,27,10,10,
DummyRegressor,SOLO_R,N,CT,none,loeo,none,SOLO_R_N_CT_random,93,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,9,9,0,10,10,
Ridge,SOLO_R,N,CT,random,loeo,none,SOLO_R_N_CT_random,93,44.571115412815494,70.60864556132894,-0.3842337424946005,25.783899724282495,9,9,0,10,10,
Lasso,SOLO_R,N,CT,random,loeo,none,SOLO_R_N_CT_random,93,41.60815952195781,53.77243241316194,0.19718951724660694,24.179321156065452,9,9,0,10,10,
ElasticNet,SOLO_R,N,CT,random,loeo,none,SOLO_R_N_CT_random,93,29.008535322119748,34.03709090279324,0.6783389028136763,18.43009740894118,9,9,0,10,10,
SVR,SOLO_R,N,CT,random,loeo,none,SOLO_R_N_CT_random,93,59.03252701891686,69.9271233177595,-0.35764115609537317,38.56539908465345,9,9,0,10,10,
RandomForest,SOLO_R,N,CT,random,loeo,none,SOLO_R_N_CT_random,93,47.07887142857144,57.923664974706504,0.06845093161764582,31.560074500104,9,9,0,10,10,
XGBoost,SOLO_R,N,CT,random,loeo,none,SOLO_R_N_CT_random,93,40.29222793579102,55.91941510673919,0.13180174143809975,25.051034493668222,9,9,0,10,10,
MLP,SOLO_R,N,CT,none,loeo,none,SOLO_R_N_CT_random,93,316.76638312999023,834.8159526132132,-192.49740670005096,130.5015694416714,9,9,0,10,10,
BNN,SOLO_R,N,CT,none,loeo,none,SOLO_R_N_CT_random,93,36.87671051025391,52.81003209276195,0.2256692026136211,22.038293980527808,9,9,0,10,10,
DummyRegressor,SOLO_R,N,CT,none,loeo,none,SOLO_R_N_CT_grid,93,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,9,9,0,10,10,
Ridge,SOLO_R,N,CT,grid,loeo,none,SOLO_R_N_CT_grid,93,44.571115412815494,70.60864556132894,-0.3842337424946005,25.783899724282495,9,9,0,10,10,
Lasso,SOLO_R,N,CT,grid,loeo,none,SOLO_R_N_CT_grid,93,41.60815952195781,53.77243241316194,0.19718951724660694,24.179321156065452,9,9,0,10,10,
ElasticNet,SOLO_R,N,CT,grid,loeo,none,SOLO_R_N_CT_grid,93,29.008535322119748,34.03709090279324,0.6783389028136763,18.43009740894118,9,9,0,10,10,
SVR,SOLO_R,N,CT,grid,loeo,none,SOLO_R_N_CT_grid,93,59.02739429052913,69.91752628508662,-0.3572685272263241,38.56727230645966,9,9,0,10,10,
RandomForest,SOLO_R,N,CT,grid,loeo,none,SOLO_R_N_CT_grid,93,47.078871428571446,57.92366497470651,0.0684509316176456,31.560074500104,9,9,0,10,10,
XGBoost,SOLO_R,N,CT,grid,loeo,none,SOLO_R_N_CT_grid,93,41.563967895507815,55.91215792820797,0.13202707501509858,25.472227471527166,9,9,0,10,10,
MLP,SOLO_R,N,CT,none,loeo,none,SOLO_R_N_CT_grid,93,316.76638312999023,834.8159526132132,-192.49740670005096,130.5015694416714,9,9,0,10,10,
BNN,SOLO_R,N,CT,none,loeo,none,SOLO_R_N_CT_grid,93,36.87671051025391,52.81003209276195,0.2256692026136211,22.038293980527808,9,9,0,10,10,
